ts_iso,ts,window_ms,addresses,results_count
2025-11-21T18:15:00+05:30,1763729100000,600000,174,227
2025-11-21T18:15:00+05:30,1763729100000,600000,174,53
2025-11-21T18:15:00+05:30,1763729100000,600000,174,124
2025-11-21T18:15:00+05:30,1763729100000,600000,174,42
2025-11-21T18:15:00+05:30,1763729100000,600000,174,9
2025-11-21T18:15:00+05:30,1763729100000,600000,174,16
2025-11-21T18:15:00+05:30,1763729100000,600000,174,12
2025-11-21T18:15:00+05:30,1763729100000,600000,174,164
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,41
2025-11-21T18:15:00+05:30,1763729100000,600000,174,79
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:15:00+05:30,1763729100000,600000,174,0
2025-11-21T18:20:00+05:30,1763729400000,600000,174,69
2025-11-21T18:20:00+05:30,1763729400000,600000,174,94
